"n1";"l1";"j1";"s1";"n2";"l2";"j2";"s2";"dipole matrix element reduced J basis (a.u.)";"comment";"theory = 1, experiment = 0";"accuracy";"source";"doi"
5;0;0;0;5;1;1;0;5.2702;"comment";0;0.001;"source";"doi"
